z_dyn_1,z_dyn_2,z_dyn_3,z_dyn_4,z_dyn_5,z_dyn_6,z_dyn_7,z_dyn_8,z_pk_1,z_pk_2,z_pk_3,z_pk_4
-0.697249651,0.007705972,-0.431866258,0.632608533,0.007724967,1.200242639,0.724222898,1.503561139,-0.014544205,0.039842099,0.011458922,0.018950177
0.131914616,0.136281371,-0.330445051,0.354103416,0.109005272,1.468489647,1.572572231,1.710081935,-0.01632108,0.030682011,0.011839081,0.021754732
-0.676699638,-0.148597568,-0.353855729,0.61409533,-0.105883949,0.39115122,0.259563386,1.088762522,-0.006086224,0.030428691,0.019109596,0.029188929
0.04605867,0.106225841,-0.330312967,0.382735699,0.091327816,1.369847178,1.447481632,1.650990725,-0.017314078,0.028575009,0.014165569,0.027143804
-0.51385051,0.008125406,-0.392282277,0.57101357,0.015988288,1.136647463,0.844918311,1.486111283,-0.013474495,0.028518302,0.017122615,0.029487817
0.212350503,0.08561264,-0.286937326,0.326668143,0.085843474,1.218678594,1.498016715,1.582213044,-0.019356312,0.029989233,0.012307215,0.024704708
-0.678844094,-0.130363852,-0.362942725,0.617643833,-0.090759076,0.492243767,0.318288893,1.140372276,-0.011482873,0.038214646,0.014080156,0.022158517
-0.239229918,-0.166888416,-0.250041604,0.468742788,-0.097938098,0.158983842,0.507851124,1.002289534,-0.016301246,0.033718579,0.012929667,0.023021972
-1.386528492,-0.218208492,-0.504055321,0.80635488,-0.240272433,0.044248238,-0.626040459,0.828212738,0.009566679,0.038470507,0.026483197,0.031789787
-0.835747242,-0.077752419,-0.423065335,0.675798893,-0.055922631,0.828942358,0.381368816,1.298966169,-0.009360992,0.036968857,0.016032208,0.024518637
0.511356175,-0.134080216,-0.112531871,0.224065155,-0.031516496,0.117881253,1.12093997,1.022603512,-0.014562384,0.021595431,0.019215513,0.035256229
-0.571329474,-0.254428923,-0.289858758,0.554762661,-0.212691039,-0.315520704,-0.072075665,0.730476439,-0.00643316,0.03895171,0.017918039,0.025892457
-0.506942511,-0.176757485,-0.304156482,0.554495573,-0.122781485,0.175196916,0.282044917,0.991456926,-0.010769875,0.032826275,0.017255176,0.027952103
-1.282941461,-0.17397593,-0.489676595,0.798429549,-0.172627404,0.371088445,-0.312513232,1.016316533,-0.00148476,0.036104225,0.022547115,0.030728353
-0.975298643,-0.116197146,-0.437566638,0.716533184,-0.094872281,0.660029411,0.153744578,1.199747205,-0.004612551,0.035189822,0.017651428,0.025022326
-0.964055061,-0.175126314,-0.410987943,0.70039928,-0.151706174,0.294415563,-0.060623959,1.011935353,-0.010157564,0.044759698,0.012156714,0.017035915
0.303195,0.159055874,-0.311934292,0.297572434,0.124897495,1.504309654,1.730565786,1.741574883,-0.021853225,0.035847314,0.007930387,0.017790815
0.061687887,0.113318339,-0.330712974,0.376895607,0.094812825,1.393172741,1.472909331,1.664755583,-0.0140602,0.026102906,0.015246559,0.027674889
-0.196920991,0.062270712,-0.354118854,0.463673711,0.058618933,1.262490273,1.18519485,1.57676506,-0.014896468,0.033172362,0.011682022,0.020875504
-0.350949496,0.039195322,-0.374077111,0.516200066,0.040537253,1.218332648,1.030886531,1.54138875,-0.012492978,0.023873812,0.019588936,0.034514926
-1.634965658,-0.179044291,-0.58145988,0.898176193,-0.206503779,0.389231533,-0.646070898,0.975511372,0.00803551,0.051545404,0.022090364,0.022849401
-1.458931923,-0.165876672,-0.537579715,0.853352726,-0.176979721,0.457550287,-0.426989406,1.039183497,0.005881972,0.037948929,0.02391075,0.029477892
-0.057676554,0.084958814,-0.338810086,0.417066038,0.076247178,1.313606024,1.330043435,1.613497734,-0.012917132,0.025563454,0.016263593,0.02887476
-1.574253798,-0.192302614,-0.559996545,0.873151839,-0.219378784,0.278395712,-0.659327328,0.926865697,0.001053958,0.046601556,0.019804645,0.022875911
-0.165025592,-0.315526843,-0.180337757,0.413087845,-0.255382031,-0.806494594,0.003223456,0.502592683,-0.020292582,0.042418934,0.006316829,0.013092017
-0.826363683,-0.230141863,-0.357756555,0.639847815,-0.204739571,-0.10710445,-0.180747524,0.81659019,-0.001314373,0.028865417,0.023285288,0.033783659
-0.370704621,-0.08993452,-0.314444721,0.519773841,-0.04258395,0.612400174,0.66011703,1.225594282,-0.015894273,0.038702719,0.01091658,0.019130668
0.16293937,0.069472484,-0.287534565,0.343166173,0.075858086,1.165938973,1.427963495,1.550942421,-0.01811094,0.025176121,0.015448738,0.029592892
-1.006722093,-0.208671242,-0.40875721,0.702223361,-0.193336636,0.073872387,-0.237354174,0.892844617,-0.008027689,0.043328784,0.014386583,0.019919565
-0.276045412,0.092972979,-0.386572331,0.490557432,0.072841734,1.429257393,1.215130568,1.658300996,-0.018215844,0.035352178,0.010846484,0.020240447
-1.13763392,-0.222772434,-0.437232256,0.7341699,-0.222942412,-0.013410106,-0.418261766,0.831297576,0.004782348,0.031407304,0.026504982,0.035519741
-0.411026567,-0.206260234,-0.270795733,0.518286526,-0.145608798,-0.026638195,0.247110963,0.894360423,-0.011280515,0.036406554,0.01538657,0.024640983
0.54533112,0.192848101,-0.288842469,0.219631135,0.147035852,1.56369102,1.956460238,1.791375518,-0.024830939,0.041682385,0.003543187,0.01081056
-0.974524617,-0.126742229,-0.432022512,0.713834882,-0.104580462,0.597772956,0.115748361,1.168337822,-0.010753238,0.046027012,0.011120666,0.015368467
-0.009611249,0.138735905,-0.358564734,0.400979102,0.105472967,1.529923916,1.491553545,1.73255384,-0.017366895,0.028750708,0.014030147,0.026908023
-0.490460336,-0.097180843,-0.336286902,0.558809936,-0.054227009,0.612475038,0.555999279,1.217297673,-0.015921244,0.039698042,0.010521818,0.018122589
-0.855880141,-0.143887699,-0.397562861,0.67271769,-0.114011802,0.459557176,0.139734596,1.10845542,-0.014485658,0.045938328,0.009041417,0.013777768
-1.351803422,-0.19876869,-0.499035627,0.807776272,-0.208621398,0.202273905,-0.48791796,0.918398857,-0.001223081,0.046493307,0.018134523,0.021920016
-0.848322451,-0.175566122,-0.382194847,0.663138151,-0.144710049,0.263748586,0.02688707,1.008427501,-0.01635869,0.050719447,0.005423117,0.007985106
0.604593635,0.188198969,-0.275358498,0.199784815,0.145933822,1.521159649,1.980159163,1.772591829,-0.019526282,0.022903403,0.01524334,0.031005656
-0.41884017,-0.083208576,-0.327923238,0.535788834,-0.04122844,0.657377779,0.644462109,1.245480895,-0.008849652,0.027073843,0.018294025,0.029842755
0.433396727,-0.397212595,-0.029776275,0.216280967,-0.303890735,-1.430203438,0.171730161,0.205777034,-0.00290423,0.024718387,0.024011124,0.036804408
-0.295782506,0.055710953,-0.371413022,0.497864842,0.052297689,1.27282095,1.109133244,1.574162722,-0.020750465,0.047493003,0.003684629,0.007971292
-0.268232793,0.05667717,-0.365538597,0.487595558,0.052768525,1.263408542,1.126039982,1.57180202,-0.016413616,0.031738095,0.01357596,0.02510724
0.520488799,0.168908685,-0.278141916,0.225953609,0.134849712,1.467232823,1.883741021,1.737208843,-0.012257331,0.011878742,0.02259763,0.041620336
-0.169759572,0.089135349,-0.362832516,0.454847485,0.074855253,1.373977423,1.271943688,1.637492776,-0.01531388,0.034269847,0.011019815,0.0196387
-1.322931528,-0.208389968,-0.489286631,0.794828713,-0.219176352,0.122764856,-0.511165142,0.879395187,0.004337898,0.045334749,0.022351135,0.026409416
-0.57051903,-0.256057769,-0.288986862,0.55412221,-0.213918343,-0.324174047,-0.076310761,0.726047218,-0.000936837,0.030883485,0.025240798,0.036527328
-0.332943976,-0.143146232,-0.280600309,0.501992106,-0.082683615,0.318823427,0.519598484,1.077903032,-0.011010923,0.02932868,0.016023804,0.026625818
-0.741157174,-0.199187294,-0.348365843,0.624037087,-0.161344081,0.091400966,0.020383492,0.92857188,-0.015285001,0.047792472,0.007355023,0.011170601
-0.253569186,-0.17569685,-0.249062374,0.472341567,-0.106081575,0.115821838,0.469812572,0.978963375,-0.011575603,0.025484217,0.019818891,0.033553421
0.185718641,0.141464934,-0.323423386,0.336061835,0.112893723,1.470504761,1.617116928,1.714916468,-0.020043584,0.032009877,0.010931242,0.022546699
-0.373098731,0.044403151,-0.381310016,0.523680508,0.04260385,1.249228835,1.03014648,1.5559479,-0.01600519,0.033613928,0.013104189,0.02360866
0.087449536,0.145538926,-0.343914807,0.368719846,0.111893587,1.523513317,1.566977501,1.736431479,-0.02169499,0.039693259,0.006467629,0.014557665
-0.346418589,0.006176873,-0.35643658,0.514663875,0.021580579,1.066682339,0.946734071,1.46250236,-0.014776454,0.031885438,0.014507163,0.025768919
-0.203020036,-0.063401312,-0.29140383,0.464367032,-0.016560508,0.687754154,0.847714067,1.276420116,-0.016311513,0.034145676,0.012529064,0.022869213
0.074490637,0.119198084,-0.331843346,0.373189569,0.098719828,1.415489316,1.49628377,1.677598357,-0.013914057,0.024403183,0.016170669,0.028871676
-0.897080541,-0.136673048,-0.410508692,0.687992632,-0.10812299,0.520888925,0.139941916,1.135499835,-0.014040024,0.051051773,0.006871928,0.009118965
-0.555519104,0.003059512,-0.399396688,0.585484147,0.011391334,1.128493905,0.804787457,1.478076458,-0.015942739,0.042566784,0.0091918,0.015552377
-1.134412169,-0.145929411,-0.462635636,0.760902584,-0.132463366,0.523203731,-0.076775864,1.113361716,-0.00653159,0.042113088,0.016096521,0.022064356
-0.166759133,0.034836132,-0.334558219,0.454365551,0.045364928,1.131994963,1.136066318,1.509724736,-0.015589983,0.027083879,0.016196419,0.029758109
-0.473040909,-0.006386916,-0.376880258,0.557331562,0.008895243,1.054469466,0.831842482,1.446377754,-0.013796323,0.032804452,0.014871228,0.025686225
-0.606087923,-0.064903758,-0.37724179,0.599799871,-0.036247678,0.814987779,0.575254679,1.312099576,-0.011263729,0.032676928,0.016790498,0.027606649
-0.918357849,-0.113901302,-0.425427467,0.69834125,-0.090045676,0.65471518,0.201886415,1.202324271,-0.010794953,0.040618025,0.0137509,0.020663893
-0.571640134,-0.183949828,-0.315392196,0.573932946,-0.133673042,0.14936094,0.208819002,0.973057091,-0.004743763,0.027734702,0.020980466,0.032072164
-0.76530087,-0.069805637,-0.410461754,0.652496219,-0.047792986,0.841958046,0.451314986,1.312541485,-0.008532398,0.034517422,0.015294183,0.023288278
-0.620351911,-0.169946894,-0.332347423,0.592333496,-0.122770973,0.248076618,0.22418949,1.01968801,-0.010451765,0.037576728,0.015098561,0.023442565
-1.013407111,-0.078641199,-0.463322282,0.734089553,-0.065342546,0.882626116,0.254996568,1.309857965,-0.01070694,0.038638748,0.014833856,0.022190308
-0.381985068,-0.002144152,-0.35940209,0.526044905,0.014248118,1.037413836,0.899108291,1.444992304,-0.012865738,0.033916526,0.012609053,0.021209976
-0.454131782,0.008394692,-0.380257577,0.551300883,0.018832756,1.116542816,0.884485841,1.480240941,-0.01335472,0.02795714,0.017520595,0.030208914
-0.61335063,-0.172879636,-0.329526901,0.589631557,-0.125134379,0.228689715,0.219042242,1.010373473,-0.011514434,0.040291019,0.013297547,0.020514963
-0.695292115,-0.129391819,-0.366327226,0.622923851,-0.090108112,0.505347192,0.31169337,1.146094799,-0.007285223,0.028708754,0.021404196,0.033796333
-1.651853323,-0.173205286,-0.586409211,0.905805707,-0.199243516,0.442824125,-0.627489805,1.002493739,0.004319481,0.048060797,0.021549452,0.024443319
-0.900783062,-0.192247227,-0.387944758,0.675268948,-0.165027499,0.172352731,-0.077236325,0.955917537,-0.001260252,0.034297101,0.023187984,0.032784194
-0.382751197,-0.157199755,-0.285239995,0.517331302,-0.096538,0.258733869,0.44138661,1.04333365,-0.013319292,0.03433723,0.014727045,0.024784667
-0.975388765,-0.191001818,-0.406597465,0.698928297,-0.168659478,0.197468579,-0.130944103,0.961111009,-0.0189662,0.059086688,-7.34E-05,-0.001384595
0.018641651,0.125669762,-0.345881104,0.391643167,0.100011453,1.463453054,1.477494597,1.699175715,-0.0168966,0.026653728,0.015249718,0.029081946
-0.52920711,-0.000320462,-0.391888112,0.5762887,0.010010015,1.101528168,0.811312795,1.466497064,-0.014333733,0.036234021,0.01302122,0.022262102
-0.207801908,0.030847119,-0.340425432,0.467856884,0.04132878,1.128778577,1.09950614,1.505198359,-0.020943807,0.045015208,0.004657436,0.010166442
-0.043315083,0.060287125,-0.322928935,0.412347317,0.063589558,1.199530482,1.277071476,1.55424118,-0.019685091,0.044124313,0.003556717,0.007816603
-0.794556499,-0.124316178,-0.391216099,0.655647218,-0.092817545,0.557300985,0.253662229,1.16445446,-0.013217204,0.040542476,0.012135018,0.018814562
-0.731353581,-0.078743204,-0.397980005,0.640255928,-0.05241318,0.786050677,0.447812289,1.287187696,-0.011096784,0.03855326,0.014093984,0.02189078
-0.820212305,-0.081522256,-0.416822284,0.66940695,-0.05908899,0.799929976,0.377268732,1.286345959,-0.011133657,0.033306606,0.016909767,0.027052818
-0.827516794,-0.083390407,-0.417463094,0.671405435,-0.061292991,0.791003704,0.365207613,1.281443954,-0.011366353,0.04108189,0.012881983,0.019559225
-0.4399032,-0.203565106,-0.278178662,0.528225243,-0.143922403,0.000304237,0.237614244,0.906096637,-0.017004693,0.040913612,0.009386886,0.016158184
-1.053175449,-0.200906262,-0.422094941,0.719094336,-0.186404392,0.142451093,-0.238291949,0.924020827,-0.006470487,0.037660591,0.015626002,0.021592049
-0.123751879,0.097728081,-0.358999431,0.439813793,0.081258327,1.395321727,1.322438121,1.651864886,-0.020372109,0.041867726,0.00657903,0.013652241
-0.822618604,-0.249810949,-0.351625144,0.630413592,-0.230839342,-0.256425291,-0.270601422,0.737500012,-0.003045255,0.033956364,0.019534159,0.027626229
-1.327094078,-0.209827304,-0.489786029,0.794949472,-0.221904039,0.110437527,-0.523124099,0.872662723,-0.001946823,0.044329785,0.018687356,0.023200264
-0.336214483,-0.136076853,-0.284312129,0.503953755,-0.076461814,0.360500544,0.541546762,1.099173665,-0.014353462,0.034807056,0.013483334,0.023285462
-0.687865674,-0.032046858,-0.410602778,0.628476501,-0.017415836,1.006586909,0.61737144,1.404078245,-0.01419405,0.0384719,0.012278367,0.020567564
-1.109241962,-0.215399235,-0.431919694,0.729570389,-0.210207596,0.040790468,-0.355950922,0.863761365,-0.003147253,0.042835571,0.017982472,0.02341838
-0.346584678,0.005292878,-0.355583429,0.5144068,0.021046482,1.0630759,0.944367051,1.460759878,-0.013165244,0.032936193,0.012795556,0.021854429
-0.354253888,0.035847124,-0.373374045,0.518087685,0.03965351,1.208287835,1.023147464,1.535563231,-0.014346377,0.031834133,0.014881779,0.026181033
0.048930585,0.092686214,-0.32178697,0.380873412,0.083431676,1.306316614,1.413390279,1.617726326,-0.016940976,0.025930403,0.015682865,0.029965414
-1.34378314,-0.165130898,-0.506963372,0.819298506,-0.166663051,0.446680278,-0.322960228,1.049163461,0.00106313,0.042396314,0.020952452,0.026251508
0.375369638,-0.193750367,-0.110799827,0.266178668,-0.083207332,-0.144801289,0.858495951,0.880237401,-0.022793086,0.037272759,0.006678808,0.01593486
-1.42769289,-0.202974766,-0.51949209,0.827101231,-0.222871423,0.168607742,-0.584968686,0.888418257,0.000888585,0.049676754,0.018378962,0.020657672
-1.573113799,-0.1999975,-0.559661627,0.868068695,-0.232838705,0.202745035,-0.709438145,0.884546518,0.006235144,0.050007932,0.021536935,0.022966644
-0.341932893,0.017084058,-0.360697269,0.51295805,0.028006615,1.114330292,0.978137195,1.487921953,-0.009026931,0.020334547,0.021344561,0.036116086
-0.575743556,-0.08094047,-0.363140762,0.588903844,-0.04599179,0.724942923,0.548556924,1.268078566,-0.006478199,0.021733223,0.02253424,0.036082909
-0.257133007,0.035902433,-0.352628201,0.484212697,0.04205915,1.168258071,1.080848932,1.522670984,-0.009921492,0.022166869,0.019794393,0.033835411
-0.163086295,-0.069767252,-0.27972275,0.450443149,-0.019336728,0.642201185,0.855028331,1.255834818,-0.022348674,0.041870676,0.005253542,0.011890089
-1.00452292,-0.130833074,-0.437255412,0.72252208,-0.110751122,0.579324961,0.076986119,1.156193852,-0.00951142,0.044224963,0.012880553,0.018014742
-1.214732409,-0.149755239,-0.481152564,0.785608113,-0.140168265,0.523894548,-0.151022911,1.104016542,-0.009259702,0.053700559,0.009040881,0.00973401
0.168530539,-0.261693805,-0.123986751,0.325465769,-0.159163669,-0.48075664,0.490150094,0.695938885,-0.019038284,0.038287915,0.008935619,0.017559117
-0.45318532,-0.14245972,-0.307491511,0.541913509,-0.089062639,0.356072366,0.436659545,1.088285804,-0.008715064,0.025409257,0.019432355,0.03141126
-0.019981116,0.049760129,-0.312599957,0.404700458,0.059114613,1.145908117,1.266035557,1.527690649,-0.016848112,0.029247789,0.014313627,0.027020445
-0.902973175,-0.176841736,-0.394532174,0.680426717,-0.148920149,0.27168268,-0.017866924,1.007190466,0.002566001,0.023789262,0.027834732,0.040415719
-1.708834767,-0.179865003,-0.602407277,0.917887986,-0.214600474,0.387145281,-0.722888052,0.961372733,0.00796537,0.054938339,0.02058189,0.019740826
-1.741007447,-0.177385703,-0.610747695,0.926976025,-0.215204582,0.406717598,-0.742792666,0.968090296,0.004928595,0.05923792,0.016732026,0.014090074
-1.301099062,-0.155311137,-0.50028044,0.810373127,-0.15188475,0.507397294,-0.242996514,1.085524559,-0.004474209,0.049648412,0.014056075,0.016317306
-1.240315795,-0.163914919,-0.481610209,0.788939834,-0.156986147,0.437541604,-0.22985661,1.056610823,-0.014155299,0.063137315,0.001462568,-0.002109179
-0.437972575,-0.237687707,-0.264665186,0.519815087,-0.179700717,-0.214262515,0.111032039,0.79454428,-0.01589066,0.037760854,0.011734951,0.019924207
-0.928633511,-0.177606165,-0.401174396,0.687758386,-0.154041603,0.261413127,-0.048474625,0.999346018,-0.003747844,0.036504157,0.020222533,0.028666792
-1.019014359,-0.200389668,-0.414061904,0.708305717,-0.185494334,0.130113825,-0.213979334,0.921808481,-0.005465158,0.039891221,0.017743994,0.024652025
0.404621124,0.167848572,-0.298583061,0.264704138,0.132180154,1.506619692,1.813325405,1.750245571,-0.020431401,0.02773582,0.012601662,0.025743557
0.256675899,0.16934748,-0.32603848,0.313111603,0.128521934,1.565259933,1.726766706,1.771416903,-0.017840432,0.023236765,0.016149987,0.031715862
-1.21053648,-0.130868673,-0.488324583,0.789185762,-0.121519849,0.639696002,-0.075083971,1.163894653,-0.003511013,0.042668082,0.0174927,0.022793902
-0.502636611,-0.043117665,-0.365109593,0.565737426,-0.017358402,0.884166658,0.705571949,1.356223941,-0.008789987,0.027140459,0.018352557,0.029905422
-1.270322919,-0.147782147,-0.496201634,0.803150952,-0.143171877,0.544290066,-0.191012442,1.108113527,0.001374862,0.034677401,0.024752486,0.033916451
-1.396829486,-0.193344891,-0.513543427,0.82357806,-0.206408933,0.243948698,-0.505101383,0.933400631,0.000986575,0.043440603,0.017923284,0.020994885
-0.575900376,-0.124719307,-0.342207193,0.584617257,-0.079636686,0.495655417,0.411851823,1.150544167,-0.015064904,0.041321598,0.010342587,0.017247541
-0.175168812,0.097068384,-0.368884623,0.457175404,0.079406075,1.413008213,1.290041208,1.657092333,-0.013753281,0.03087618,0.01344477,0.023475749
-0.045017064,0.046456728,-0.315708011,0.412893116,0.056171633,1.139713407,1.241589904,1.522634029,-0.018022815,0.031261183,0.01274382,0.024510352
-1.012895107,-0.136432439,-0.438085556,0.725292802,-0.115027606,0.553144276,0.053960782,1.140587449,-0.00655082,0.040754512,0.013944913,0.018832652
-1.006566167,-0.119412906,-0.442586541,0.725410223,-0.099800974,0.6494807,0.118457198,1.191935301,-0.006903381,0.03908094,0.01696514,0.024423717
-1.348622561,-0.19588843,-0.498772204,0.808658063,-0.203112781,0.229483917,-0.466812134,0.933132708,-0.003332281,0.046498083,0.016857732,0.020490503
-1.157999754,-0.112155542,-0.482480079,0.776082575,-0.100536488,0.740830839,0.036557928,1.222519636,-0.002900043,0.038904749,0.017366577,0.022988534
-0.0588018,-0.053908445,-0.266375124,0.416287571,-0.003720418,0.685470641,0.968780577,1.284822106,-0.010205132,0.015924966,0.024853099,0.043007635
-0.657094896,-0.200766578,-0.328379035,0.597208917,-0.157206103,0.062461913,0.079160787,0.920878768,-0.010086895,0.035813816,0.016560305,0.025912551
-0.541300535,-0.155694261,-0.320395082,0.568998694,-0.104658552,0.310656011,0.332321376,1.058528066,-0.01574965,0.038379811,0.011258353,0.019066943
-0.872853279,-0.093498029,-0.423479587,0.685832143,-0.070805594,0.753797174,0.302932262,1.258073926,-0.01184056,0.045726113,0.010628033,0.015202722
-0.434785038,-0.1785748,-0.287027836,0.530839086,-0.119625703,0.14752385,0.32960546,0.982698023,-0.014877909,0.037742443,0.012277592,0.020909598
-0.241644025,0.014701727,-0.338764429,0.479065895,0.030648826,1.067553163,1.035688043,1.470931411,-0.010976666,0.02461957,0.018005002,0.030932439
-0.864408493,-0.230303481,-0.367491931,0.65090847,-0.209667549,-0.109257698,-0.21803844,0.811379194,0.001546195,0.030532656,0.027013738,0.037796251
-0.442613125,0.020007454,-0.383599818,0.547359884,0.026015136,1.165038824,0.922571957,1.506465554,-0.013902285,0.032461695,0.014797021,0.025671517
-0.214139342,0.097109266,-0.376326442,0.469859004,0.077503338,1.42560482,1.264576554,1.661070108,-0.017296078,0.028939461,0.014389683,0.026700145
-1.215070844,-0.239280611,-0.453947902,0.746608019,-0.254057735,-0.140205517,-0.576697826,0.752239168,-0.002510802,0.04620368,0.017271329,0.021180106
-1.037648559,-0.171891943,-0.428909302,0.723841131,-0.152951464,0.334049046,-0.10404525,1.025862455,-0.005332188,0.041959979,0.016894091,0.022964416
-1.082391262,-0.141957775,-0.452314705,0.746401727,-0.123936914,0.53962791,-0.017612614,1.1265378,-0.003804566,0.033730365,0.021661866,0.031037239
-0.637317181,-0.045612693,-0.393421859,0.611438155,-0.02381815,0.924146295,0.612864137,1.365497828,-0.01402367,0.035621904,0.013675142,0.022712147
-0.907723129,-0.184469253,-0.393080711,0.679734588,-0.158003375,0.220653772,-0.053922787,0.980179667,-0.005606913,0.035858579,0.019556928,0.028531289
-1.098840237,-0.132123679,-0.460776359,0.753751874,-0.116026551,0.602259696,0.00548362,1.156907797,-0.005435326,0.035666794,0.01975112,0.028359337
-0.523652554,-0.033212669,-0.374257028,0.573233843,-0.011113498,0.942488313,0.721920907,1.384661794,-0.013896846,0.035029016,0.013891567,0.023704072
-0.637422562,-0.189243585,-0.328484446,0.593130946,-0.145820245,0.122485667,0.132806003,0.953951001,-0.016389551,0.045371905,0.00763886,0.01267538
-0.072143197,-0.001411639,-0.295691937,0.421438217,0.027614174,0.932738662,1.100010753,1.412630796,-0.018311786,0.033061005,0.011724461,0.022616057
-1.091953397,-0.112780467,-0.466300458,0.754539967,-0.098286144,0.714884877,0.080795296,1.216428876,-0.011331112,0.053789549,0.007396866,0.008025846
-0.558742225,-0.069716215,-0.363931239,0.583478093,-0.036845207,0.778218925,0.594537616,1.29709661,-0.012681537,0.035011537,0.014702071,0.024415402
-0.419372082,0.029914021,-0.384316593,0.540153325,0.033520184,1.204468489,0.965809762,1.528272271,-0.012623795,0.027893035,0.017627884,0.030563159
-1.024167061,-0.116834983,-0.447911561,0.731723189,-0.09776561,0.672917485,0.116891459,1.202147722,-0.003856146,0.029015323,0.02107184,0.03088787
-1.082912803,-0.179207563,-0.437054157,0.735744774,-0.163350508,0.298712373,-0.168469667,1.00240171,-0.000282132,0.027619807,0.024472464,0.035011537
-0.397567391,-0.037804965,-0.344786763,0.53046751,-0.008711191,0.875903964,0.791188955,1.360048771,-0.011784204,0.031022778,0.014673162,0.024628719
-0.313482374,0.001409083,-0.346788347,0.503413737,0.020119863,1.032662272,0.955031216,1.447649598,-0.014813677,0.031174352,0.014949787,0.026670424
-0.765835643,-0.070496537,-0.409211785,0.652143836,-0.048005387,0.840518475,0.449877352,1.312406421,-0.010754065,0.029370723,0.018826175,0.030600896
-0.292983741,-0.01576863,-0.334040284,0.496265769,0.010382,0.94544667,0.921607256,1.403678656,-0.017174119,0.038421445,0.01014917,0.018576151
-1.193828583,-0.157008454,-0.473227918,0.776797652,-0.147506773,0.467320025,-0.167052761,1.077351332,-0.002587178,0.036003605,0.021396566,0.029504208
-0.358281255,-0.089655645,-0.311562896,0.515345275,-0.042269923,0.607652545,0.667995214,1.224453568,-0.014878438,0.035958238,0.012775648,0.022196373
-1.298396826,-0.146812737,-0.503563881,0.812793851,-0.141594648,0.566869378,-0.20272854,1.115825653,-0.002907955,0.04535456,0.016946066,0.021111427
-0.717302084,-0.072640643,-0.398097664,0.636152446,-0.047540095,0.811296523,0.475347877,1.301198006,-0.009272062,0.031308003,0.01638614,0.025506986
0.248147011,0.15156731,-0.317299902,0.315545917,0.119791105,1.491802454,1.679355264,1.731084108,-0.012957276,0.019058665,0.01889186,0.034479186
-0.867719769,-0.08494541,-0.426500857,0.685469687,-0.062759049,0.802322149,0.336991638,1.282843113,-0.011332155,0.042984203,0.012200106,0.0180772
-0.793354392,-0.065819807,-0.418951988,0.662730455,-0.045081884,0.876115322,0.447585255,1.327185035,-0.016030477,0.050558202,0.005681623,0.008267185
-0.058410197,-0.075735584,-0.255196869,0.415475965,-0.017723735,0.582258224,0.90944767,1.231353402,-0.01772018,0.030083759,0.013630856,0.025614513
-0.979340196,-0.163511634,-0.417703956,0.707604229,-0.139698654,0.376627833,-0.024024568,1.053881049,-0.009550088,0.044677399,0.01278143,0.017812131
-1.194175482,-0.213443264,-0.454001904,0.75571382,-0.213177934,0.07472375,-0.416325569,0.870935917,-0.008958192,0.052375093,0.009908129,0.011246404
0.383874118,0.167320773,-0.301759481,0.271374226,0.131316364,1.51154685,1.799351215,1.751577377,-0.01929904,0.026247477,0.013791729,0.027993521
-1.098883629,-0.171532929,-0.44328779,0.74352318,-0.153510377,0.364260256,-0.14232561,1.034444094,-0.004781687,0.04312785,0.016589869,0.021910531
-0.594192624,-0.252704501,-0.295732558,0.562422395,-0.212039933,-0.298439741,-0.082365476,0.737455249,-0.009313838,0.040290162,0.014846791,0.021950541
-0.768848181,-0.042042106,-0.42322582,0.654756725,-0.028192595,0.983804107,0.532903731,1.38607347,-0.013878317,0.044715852,0.009576965,0.014689272
0.03369157,0.061552584,-0.308059156,0.386266828,0.066946924,1.17687881,1.327765584,1.547966957,-0.019117268,0.030369004,0.012428571,0.024288742
-1.721733809,-0.204439625,-0.600777149,0.904627562,-0.251944065,0.180705249,-0.877539754,0.845826268,0.00059305,0.057308309,0.0147007,0.012773698
-0.532386541,-0.169898883,-0.31236288,0.563432872,-0.118597843,0.219780684,0.285511225,1.012646794,-0.000473661,0.013117341,0.030562092,0.047938049
-0.90917933,-0.21075277,-0.384119332,0.672029972,-0.187858701,0.043592289,-0.164551437,0.887445331,-0.009604962,0.042297669,0.011310805,0.015790259
-0.987738371,-0.095414206,-0.449666351,0.723530531,-0.077992439,0.780554056,0.215960205,1.260498166,-0.009001323,0.039745294,0.01528262,0.022418803
-1.063022614,-0.122397125,-0.454963505,0.743485987,-0.104738116,0.652314961,0.068944052,1.187286854,-0.00722541,0.040492468,0.016164768,0.02281375
-0.825792193,-0.260062844,-0.349925518,0.626422167,-0.245578915,-0.336265504,-0.323716402,0.694310427,-0.003794418,0.034639634,0.018738437,0.026568739
-0.70025146,-0.064856276,-0.397448242,0.630939186,-0.040685844,0.847130358,0.511858523,1.321506739,-0.008923621,0.030470794,0.019174445,0.030743157
-0.62901628,0.003052847,-0.415045887,0.609986007,0.008119659,1.154886723,0.756722391,1.485747218,-0.015633607,0.042263255,0.009613801,0.015984407
0.001048744,0.101486005,-0.336407602,0.397535205,0.087007985,1.364503741,1.407345414,1.644834161,-0.022899972,0.046400316,0.002689172,0.007649383
-0.610122204,-0.172878712,-0.328389943,0.587874174,-0.126341239,0.222137988,0.217574641,1.007822514,-0.014680163,0.040743507,0.008415509,0.01390261
